0 ~Minifig Hair with Ponytail and Baseball Cap - Cap Half
2 24 3.85 3.6225 -26.4275 6.3025 4.665 -25.3225
2 24 6.3025 4.665 -25.3225 8.685 5.8225 -23.5625
2 24 8.685 5.8225 -23.5625 10.5025 6.745 -21.0775
2 24 10.5025 6.745 -21.0775 11.7675 7.3275 -18.265
2 24 11.7675 7.3275 -18.265 12.49 7.4625 -15.5175
2 24 12.49 7.4625 -15.5175 12.935 7.3075 -13.07
2 24 12.935 7.3075 -13.07 13.37 7.02 -11.1575
2 24 13.37 7.02 -11.1575 13.8938 6.6513 -9.2263
2 24 13.8938 6.6513 -9.2263 14.365 6.5425 -7.275
2 24 14.365 6.5425 -7.275 14.865 6.6375 -4.505
2 24 14.865 6.6375 -4.505 15.235 6.83 -1.0325
2 24 15.235 6.83 -1.0325 15.1675 7.09 2.5225
2 24 15.1675 7.09 2.5225 14.475 7.4425 6.865
2 24 14.475 7.4425 6.865 11.91 7.425 10.9025
2 24 11.91 7.425 10.9025 11.1967 7.4158 11.38
2 24 11.1967 7.4158 11.38 10.84 7.4025 12.125
2 24 10.84 7.4025 12.125 8.9925 7.365 13.945
2 24 8.9925 7.365 13.945 6.7688 7.265 15.4775
3 16 3.7125 3.87 -19.285 4.9749 4.3 -12.0104 6.445 4.75 -11.1625
2 24 5.67 7.3675 16.2925 6.7688 7.265 15.4775
2 24 0 3.6275 22.62 2.1863 3.9788 22.5438
2 24 2.7725 9.865 20.0825 3.57 8.345 20.945
2 24 3.57 8.345 20.945 3.685 7.1363 21.4513
2 24 3.6175 6.04 21.9 3.685 7.1363 21.4513
2 24 3.0975 4.93 22.245 3.6175 6.04 21.9
2 24 2.1863 3.9788 22.5438 3.0975 4.93 22.245
5 24 6.685 2.89 -25.2375 6.5975 3.7825 -25.415 9.04 4.9625 -23.56 4.035 2.705 -26.6075
5 24 9.04 4.9625 -23.56 9.1225 4.2 -23.4025 10.855 5.1725 -20.9075 6.685 2.89 -25.2375
5 24 14.5725 3.2225 -0.57 14.255 2.9675 -4.27 14.9425 5.145 -0.8175 13.8875 0.6525 -3.4975
5 24 7.2625 -5.3975 9.68 6.56 -5.3025 10.1208 5.6225 -7.1225 8.7775 8.61 -3.3475 10.2625
5 24 14.345 3.23 2.9 14.01 0.595 0.0075 13.715 0.8075 3.215 14.5725 3.2225 -0.57
5 24 10.575 -6.5325 -0.1775 10.5 -6.7675 -2.5075 8.0625 -8.395 -0.2325 12.0625 -4.56 -1.4375
5 24 8.945 0.7175 -12.255 10.1725 1.58 -11.8625 9.1875 -2.0825 -10.3975 9.9725 2.54 -12.965
5 24 3.9925 -10.0575 2.655 5.5267 -9.3542 0.9117 4.2125 -9.8892 1.9875 5.61 -9.5 1.7225
5 24 13.8938 6.6513 -9.2263 13.895 5.4725 -9.8725 14.365 6.5425 -7.275 13.5825 5.9575 -11.3575
5 24 8.515 2.7725 -17.52 9.41 3.3925 -17.71 8.56 3.09 -19.61 10.0025 3.4025 -15.675
5 24 5.6775 5.3225 15.905 5.4425 3.7075 15.435 6.5575 3.775 15.0225 4.775 5.0925 15.915
5 24 13.56 0.845 -7.155 13.8 3.3875 -8.1875 13.1917 0.915 -7.7717 13.755 2.4425 -7.66
5 24 1.82 3.04 -26.94 1.865 3.44 -19.7 0 3.2725 -19.8375 3.7125 3.87 -19.285
5 24 5.4425 3.7075 15.435 6.5575 3.775 15.0225 5.6775 5.3225 15.905 6.5525 2.21 14.735
5 24 1.8525 -10.49 2.315 0.9261 -10.4593 2.6222 1.7112 -10.3198 3.0235 0 -10.6975 1.365
5 24 4.9663 7.19 17.2875 5.67 7.3675 16.2925 5.7525 6.2338 16.16 4.82 7.8 16.5125
5 24 6.4175 0.6225 -13.4575 4.235 -0.32 -13.62 6.0925 0.8575 -14.63 6.6675 -0.525 -12.475
5 24 8.0625 -8.395 -0.2325 7.855 -8.2817 -1.0733 5.5267 -9.3542 0.9117 10.2317 -6.6908 -3.3033
5 24 12.5633 -2.0583 -6.5717 11.6892 -4.6058 -5.1092 12.065 -4.6375 -4.3975 11.6075 -4.88 -5.8525
5 24 0 -10.84 0.35 2.8775 -10.5125 -0.4025 2.345 -10.49 1.2825 0 -10.845 -1.2
5 24 13.8875 0.6525 -3.4975 13.19 -2.09 -2.555 13.005 -2.075 -5.935 14.01 0.595 0.0075
5 24 5.9875 2.1475 -23.715 6.685 2.89 -25.2375 3.8275 1.2675 -24.9375 7.9425 3.065 -22.0225
5 24 4.9225 1.335 -21.435 6.23 1.5438 -18.2763 3.7675 0.4125 -18.015 6.1125 1.7775 -20.2625
5 24 14.325 5.215 -7.8325 14.865 6.6375 -4.505 14.365 6.5425 -7.275 14.61 5.0325 -4.595
5 24 3.5242 1.0992 -22.7258 3.6275 1.02 -23.3 5.3325 1.6075 -22.265 1.8375 0.59 -23.8175
5 24 14.61 5.0325 -4.595 14.9425 5.145 -0.8175 14.865 6.6375 -4.505 14.255 2.9675 -4.27
5 24 13.005 -2.075 -5.935 13.19 -2.09 -2.555 12.065 -4.6375 -4.3975 13.8875 0.6525 -3.4975
5 24 9.815 2.86 -14.03 9.9725 2.54 -12.965 8.785 1.85 -13.2025 10.905 3.5758 -13.8358
5 24 3.6175 6.04 21.9 3.2263 4.7325 21.9125 3.0975 4.93 22.245 3.7525 5.895 21.4375
5 24 9.7217 3.7958 -17.7525 8.8467 3.5075 -19.8017 9.2875 3.705 -20.0175 8.56 3.09 -19.61
5 24 7.3425 -7.895 4.6275 5.6225 -9.2888 3.0663 8.0325 -8.0713 2.1125 5.2275 -9.0575 4.8825
5 24 3.7575 -10.2125 1.9375 2.345 -10.49 1.2825 2.8775 -10.5125 -0.4025 1.8525 -10.49 2.315
5 24 7.5725 2.9333 -21.6508 7.3425 2.5475 -21.32 5.645 1.82 -22.7825 8.56 3.09 -19.61
5 24 4.9663 7.19 17.2875 4.8319 6.1156 17.3881 5.7525 6.2338 16.16 4.4688 6.1263 18.2313
5 24 7.3425 -7.895 4.6275 8.8025 -5.74 7.0475 6.695 -7.4425 6.75 9.63 -6.22 4.3225
5 24 10.8125 5.9 -21.035 8.685 5.8225 -23.5625 10.5025 6.745 -21.0775 9.04 4.9625 -23.56
5 24 10.5425 -3.67 7.1275 8.8025 -5.74 7.0475 8.61 -3.3475 10.2625 9.63 -6.22 4.3225
5 24 8.3125 5.6175 -12.095 11.3167 6.495 -10.9263 9.1923 5.65 -9.1923 11.5675 7.04 -14.6363
5 24 6.0925 0.8575 -14.63 6.4175 0.6225 -13.4575 8.785 1.85 -13.2025 4.235 -0.32 -13.62
5 24 1.8675 0.73 -25.535 1.8367 0.8125 -24.9083 3.7333 1.3158 -24.3517 0 0.635 -25.0733
5 24 12.785 -1.7325 3.585 13.715 0.8075 3.215 13.18 -2.01 0.67 12.9225 1.19 7.035
5 24 2.8775 -10.5125 -0.4025 0 -10.845 -1.2 0 -10.91 -3.315 0 -10.84 0.35
5 24 13.005 -2.075 -5.935 12.5633 -2.0583 -6.5717 12.065 -4.6375 -4.3975 13.56 0.845 -7.155
5 24 6.285 -5.2625 10.8025 4.22 -5.0338 12.2463 4.8125 -6.9875 9.7925 4.8938 -2.98 13.3113
5 24 1.7112 -10.3198 3.0235 1.8525 -10.49 2.315 2.2358 -10.1112 3.7046 0.9261 -10.4593 2.6222
5 24 4.8633 5.3967 17.0925 4.4688 6.1263 18.2313 4.8319 6.1156 17.3881 4.3675 5.1625 18.33
5 24 3.3325 -10.24 2.685 3.6406 -9.9906 4.0169 3.9925 -10.0575 2.655 2.2358 -10.1112 3.7046
5 24 5.1875 -6.9133 9.2642 4.8125 -6.9875 9.7925 3.6925 -8.1667 8.0725 6.56 -5.3025 10.1208
5 24 11.6075 -4.88 -5.8525 10.2317 -6.6908 -3.3033 11.6892 -4.6058 -5.1092 10.1975 -7.0275 -4.05
5 24 1.692 -8.907 7.7075 1.7112 -9.4102 6.2762 2.5825 -9.35 6.71 0.9261 -9.2707 6.8722
5 24 1.82 3.04 -26.94 1.91 2.085 -27.15 0 2.8725 -27.0375 3.85 3.6225 -26.4275
5 24 0 -8.6025 8.3175 1.692 -8.907 7.7075 2.5388 -8.05 9.1513 0 -9.2218 7.162
5 24 6.5525 2.21 14.735 5.2288 -1.1525 14.1575 7.775 1.5875 13.6575 3.9263 3.0138 15.8738
5 24 3.4771 4.1346 20.4704 3.2263 4.7325 21.9125 2.1713 3.7013 22.2825 4.0133 5.4083 20.0125
5 24 2.1713 3.7013 22.2825 2.1863 3.9788 22.5438 3.2263 4.7325 21.9125 0 3.1825 22.4175
5 24 6.56 -5.3025 10.1208 6.285 -5.2625 10.8025 7.5925 -3.2175 11.4 4.8125 -6.9875 9.7925
5 24 9.9725 2.54 -12.965 8.785 1.85 -13.2025 9.815 2.86 -14.03 8.945 0.7175 -12.255
5 24 8.945 0.7175 -12.255 8.785 1.85 -13.2025 6.6675 -0.525 -12.475 9.9725 2.54 -12.965
5 24 3.5175 -9.5556 5.6413 3.6406 -9.9906 4.0169 2.42 -9.865 4.562 5.2275 -9.0575 4.8825
5 24 9.63 -6.22 4.3225 8.0325 -8.0713 2.1125 7.3425 -7.895 4.6275 10.15 -6.46 2.1775
5 24 10.15 -6.46 2.1775 10.575 -6.5325 -0.1775 11.9025 -4.41 1.3925 8.0325 -8.0713 2.1125
5 24 10.5 -6.7675 -2.5075 12.0625 -4.56 -1.4375 12.065 -4.6375 -4.3975 10.575 -6.5325 -0.1775
5 24 6.4175 0.6225 -13.4575 8.785 1.85 -13.2025 6.0925 0.8575 -14.63 6.6675 -0.525 -12.475
5 24 9.7217 3.7958 -17.7525 10.0025 3.4025 -15.675 10.3392 3.7592 -15.5883 9.41 3.3925 -17.71
5 24 3.2475 -9.07 6.8775 2.9142 -8.8742 7.1983 2.5825 -9.35 6.71 3.6925 -8.1667 8.0725
5 24 8.545 5.6025 13.9225 6.89 5.5525 15.1275 6.5575 3.775 15.0225 6.7688 7.265 15.4775
5 24 6.23 1.5438 -18.2763 8.7908 2.2575 -14.1592 6.0925 0.8575 -14.63 8.07 2.125 -15.695
5 24 12.785 -1.7325 3.585 11.9025 -4.41 1.3925 11.435 -4.12 3.965 13.18 -2.01 0.67
5 24 12.0225 6.4625 -18.23 12.695 5.7675 -15.5125 12.7775 6.5275 -15.5425 12.0025 5.725 -18.1475
5 24 11.6825 0.325 -9.7375 10.66 -0.8825 -10.0225 11.315 2.235 -11.43 10.9775 -3.73 -7.98
5 24 12.4325 3.2175 -10.48 12.4225 4.1875 -11.49 11.315 2.235 -11.43 13.5025 4.6075 -10.2688
5 24 4.79 -8.665 6.4 3.5175 -9.5556 5.6413 4.1 -8.3975 7.675 5.2275 -9.0575 4.8825
5 24 6.7825 2.185 -20.8675 6.3742 2.11 -20.5567 5.3325 1.6075 -22.265 7.8125 2.585 -19.2625
5 24 11.5675 7.04 -14.6363 8.3125 5.6175 -12.095 10.0913 6.4213 -17.3813 11.3167 6.495 -10.9263
5 24 8.0325 -8.0713 2.1125 10.575 -6.5325 -0.1775 10.15 -6.46 2.1775 8.0625 -8.395 -0.2325
5 24 8.565 -1.0675 11.7875 8.8908 -1.0442 11.0758 7.5925 -3.2175 11.4 9.3875 1.4425 12.0225
5 24 0 1.89 -27.2575 1.95 1.0675 -27.02 1.91 2.085 -27.15 0 0.8925 -27.1575
5 24 13.18 -2.01 0.67 12.0625 -4.56 -1.4375 13.19 -2.09 -2.555 11.9025 -4.41 1.3925
5 24 11.315 2.235 -11.43 11.6825 0.325 -9.7375 12.4325 3.2175 -10.48 10.66 -0.8825 -10.0225
5 24 10.5 -6.7675 -2.5075 10.2317 -6.6908 -3.3033 12.065 -4.6375 -4.3975 8.0625 -8.395 -0.2325
5 24 2.8775 -10.5125 -0.4025 3.165 -10.5625 -2.825 0 -10.91 -3.315 4.99 -10.105 -2.695
5 24 10.195 4.04 -17.8475 12.695 5.7675 -15.5125 12.0025 5.725 -18.1475 10.825 4.04 -15.655
5 24 6.695 -7.4425 6.75 7.3425 -7.895 4.6275 5.2275 -9.0575 4.8825 8.8025 -5.74 7.0475
5 24 12.695 5.7675 -15.5125 12.7775 6.5275 -15.5425 13.24 6.295 -13.18 12.0225 6.4625 -18.23
5 24 2.1925 -2.0575 -12.905 2.1075 -0.91 -13.74 4.235 -0.32 -13.62 0 -1.1175 -13.7925
5 24 7.175 5.2225 -17.34 5.54 4.5375 -18.5575 6.3025 4.665 -25.3225 6.445 4.75 -11.1625
5 24 12.5633 -2.0583 -6.5717 13.56 0.845 -7.155 13.1917 0.915 -7.7717 13.005 -2.075 -5.935
5 24 1.8525 -10.49 2.315 3.3325 -10.24 2.685 3.7575 -10.2125 1.9375 2.2358 -10.1112 3.7046
5 24 8.8467 3.5075 -19.8017 7.5725 2.9333 -21.6508 9.2875 3.705 -20.0175 8.56 3.09 -19.61
5 24 11.5675 7.04 -14.6363 12.49 7.4625 -15.5175 11.3167 6.495 -10.9263 11.7675 7.3275 -18.265
5 24 14.01 0.595 0.0075 13.8875 0.6525 -3.4975 14.5725 3.2225 -0.57 13.19 -2.09 -2.555
5 24 9.63 -6.22 4.3225 10.5425 -3.67 7.1275 11.435 -4.12 3.965 8.8025 -5.74 7.0475
5 24 14.01 0.595 0.0075 13.715 0.8075 3.215 13.18 -2.01 0.67 14.345 3.23 2.9
5 24 1.8367 0.8125 -24.9083 1.855 0.65 -24.4275 3.7333 1.3158 -24.3517 0 0.635 -25.0733
5 24 12.9625 0.8075 -8.4975 12.5633 -2.0583 -6.5717 13.1917 0.915 -7.7717 12.385 -2.26 -7.2925
5 24 8.8908 -1.0442 11.0758 9.6525 -1.0725 10.62 10.43 1.3625 10.8 8.61 -3.3475 10.2625
5 24 8.7908 2.2575 -14.1592 6.0925 0.8575 -14.63 6.23 1.5438 -18.2763 8.785 1.85 -13.2025
5 24 6.5575 3.775 15.0225 8.13 3.6225 13.845 6.5525 2.21 14.735 8.545 5.6025 13.9225
5 24 9.7725 -7.48 -4.625 10.1975 -7.0275 -4.05 7.7275 -8.68 -1.7475 11.6075 -4.88 -5.8525
5 24 4.9663 7.19 17.2875 5.7525 6.2338 16.16 5.67 7.3675 16.2925 4.8319 6.1156 17.3881
5 24 10.765 5.6308 11.3717 10.425 5.625 12.0975 10.2733 3.6767 11.3533 11.1967 7.4158 11.38
5 24 2.5388 -8.05 9.1513 0 -8.6025 8.3175 1.692 -8.907 7.7075 0 -7.8075 9.7575
5 24 3.3425 -8.22 8.5775 2.5388 -8.05 9.1513 2.5775 -8.8925 7.51 3.3913 -6.77 10.8475
5 24 12.4325 3.2175 -10.48 11.6825 0.325 -9.7375 12.3775 1.57 -9.6275 11.315 2.235 -11.43
5 24 10.905 3.5758 -13.8358 10.9725 3.2575 -12.735 9.9725 2.54 -12.965 13.0825 5.5575 -13.335
5 24 5.4425 3.7075 15.435 4.775 5.0925 15.915 3.9263 3.0138 15.8738 5.6775 5.3225 15.905
5 24 5.54 4.5375 -18.5575 6.445 4.75 -11.1625 3.7125 3.87 -19.285 7.175 5.2225 -17.34
5 24 0 1.89 -27.2575 1.91 2.085 -27.15 1.95 1.0675 -27.02 0 2.8725 -27.0375
5 24 4.035 2.705 -26.6075 1.95 1.0675 -27.02 1.91 2.085 -27.15 4.105 1.695 -26.4375
5 24 7.855 -8.2817 -1.0733 5.5267 -9.3542 0.9117 7.7275 -8.68 -1.7475 8.0625 -8.395 -0.2325
5 24 11.6892 -4.6058 -5.1092 11.6075 -4.88 -5.8525 10.2317 -6.6908 -3.3033 12.5633 -2.0583 -6.5717
5 24 9.63 -6.22 4.3225 8.8025 -5.74 7.0475 10.5425 -3.67 7.1275 7.3425 -7.895 4.6275
5 24 11.315 2.235 -11.43 10.66 -0.8825 -10.0225 10.1725 1.58 -11.8625 11.6825 0.325 -9.7375
5 24 4.8633 5.3967 17.0925 5.7525 6.2338 16.16 4.8319 6.1156 17.3881 5.6775 5.3225 15.905
5 24 9.04 4.9625 -23.56 10.8125 5.9 -21.035 10.855 5.1725 -20.9075 8.685 5.8225 -23.5625
5 24 6.5975 3.7825 -25.415 9.04 4.9625 -23.56 6.685 2.89 -25.2375 8.685 5.8225 -23.5625
5 24 7.3008 2.4292 -19.0817 7.0025 2.0625 -18.88 6.3742 2.11 -20.5567 7.9517 2.5533 -17.4467
5 24 7.3008 2.4292 -19.0817 7.9517 2.5533 -17.4467 7.8125 2.585 -19.2625 7.0025 2.0625 -18.88
5 24 13.24 6.295 -13.18 12.695 5.7675 -15.5125 12.7775 6.5275 -15.5425 13.0825 5.5575 -13.335
5 24 1.91 2.085 -27.15 4.035 2.705 -26.6075 3.85 3.6225 -26.4275 1.95 1.0675 -27.02
5 24 13.5825 5.9575 -11.3575 13.3975 5.1925 -11.4894 13.24 6.295 -13.18 13.895 5.4725 -9.8725
5 24 3.6275 1.02 -23.3 5.645 1.82 -22.7825 5.3325 1.6075 -22.265 3.7275 1.115 -23.8625
5 24 10.1725 1.58 -11.8625 11.315 2.235 -11.43 10.66 -0.8825 -10.0225 10.9725 3.2575 -12.735
5 24 9.7217 3.7958 -17.7525 10.3392 3.7592 -15.5883 10.825 4.04 -15.655 10.0025 3.4025 -15.675
5 24 10.8125 5.9 -21.035 11.7675 7.3275 -18.265 10.5025 6.745 -21.0775 12.0225 6.4625 -18.23
5 24 11.6825 0.325 -9.7375 12.9625 0.8075 -8.4975 12.3775 1.57 -9.6275 12.385 -2.26 -7.2925
5 24 5.0808 1.6183 -21.8125 3.5242 1.0992 -22.7258 4.9225 1.335 -21.435 5.3325 1.6075 -22.265
5 24 6.7688 7.265 15.4775 6.89 5.5525 15.1275 5.7525 6.2338 16.16 8.545 5.6025 13.9225
5 24 8.685 5.8225 -23.5625 9.04 4.9625 -23.56 6.5975 3.7825 -25.415 10.8125 5.9 -21.035
5 24 11.1967 7.4158 11.38 10.765 5.6308 11.3717 10.425 5.625 12.0975 11.48 5.635 10.905
5 24 14.325 5.215 -7.8325 13.895 5.4725 -9.8725 13.7788 4.2269 -8.9017 14.365 6.5425 -7.275
5 24 5.2288 -1.1525 14.1575 7.5925 -3.2175 11.4 8.565 -1.0675 11.7875 4.8938 -2.98 13.3113
5 24 1.692 -8.907 7.7075 0 -9.2218 7.162 0 -8.6025 8.3175 0.9261 -9.2707 6.8722
5 24 1.865 3.44 -19.7 3.7125 3.87 -19.285 1.82 3.04 -26.94 3.335 3.9 -12.45
5 24 5.2275 -9.0575 4.8825 5.6225 -9.2888 3.0663 7.3425 -7.895 4.6275 3.6406 -9.9906 4.0169
5 24 8.13 3.6225 13.845 8.545 5.6025 13.9225 6.5575 3.775 15.0225 9.95 3.665 12.0725
5 24 10.84 7.4025 12.125 10.1375 7.5313 11.1238 7.435 7.4475 13.915 11.1967 7.4158 11.38
5 24 3.6925 -8.1667 8.0725 2.5775 -8.8925 7.51 2.9142 -8.8742 7.1983 3.3425 -8.22 8.5775
5 24 1.8375 0.59 -23.8175 1.805 0.6958 -23.17 3.5242 1.0992 -22.7258 0 0.5158 -23.2808
5 24 6.7688 7.265 15.4775 7.435 7.4475 13.915 8.9925 7.365 13.945 5.8283 7.6642 15.2467
5 24 7.3008 2.4292 -19.0817 7.8125 2.585 -19.2625 7.9517 2.5533 -17.4467 6.3742 2.11 -20.5567
5 24 1.8525 -10.49 2.315 2.345 -10.49 1.2825 3.7575 -10.2125 1.9375 0 -10.84 0.35
5 24 3.7333 1.3158 -24.3517 1.8675 0.73 -25.535 1.8367 0.8125 -24.9083 3.8275 1.2675 -24.9375
5 24 3.7125 3.87 -19.285 6.3025 4.665 -25.3225 5.54 4.5375 -18.5575 3.85 3.6225 -26.4275
5 24 13.58 4.0175 -9.0875 13.8 3.3875 -8.1875 13.1917 0.915 -7.7717 13.7788 4.2269 -8.9017
5 24 6.1125 1.7775 -20.2625 6.23 1.5438 -18.2763 7.0025 2.0625 -18.88 4.9225 1.335 -21.435
5 24 4.1 -8.3975 7.675 4.79 -8.665 6.4 3.5175 -9.5556 5.6413 5.6225 -7.1225 8.7775
5 24 0 -1.01 15.5875 2.2925 1.3413 15.935 5.2288 -1.1525 14.1575 0 0.8525 16.1025
5 24 6.6675 -0.525 -12.475 8.945 0.7175 -12.255 8.785 1.85 -13.2025 9.1875 -2.0825 -10.3975
5 24 3.9263 3.0138 15.8738 5.4425 3.7075 15.435 4.775 5.0925 15.915 6.5525 2.21 14.735
5 24 5.6775 5.3225 15.905 4.5733 5.2325 16.9758 4.8633 5.3967 17.0925 4.775 5.0925 15.915
5 24 3.5175 -9.5556 5.6413 2.5825 -9.35 6.71 3.2475 -9.07 6.8775 2.2358 -9.6188 5.465
5 24 9.1875 -2.0825 -10.3975 10.9775 -3.73 -7.98 10.66 -0.8825 -10.0225 9.5575 -5.0375 -8.4225
5 24 8.685 5.8225 -23.5625 8.3125 5.6175 -12.095 7.175 5.2225 -17.34 10.0913 6.4213 -17.3813
5 24 12.385 -2.26 -7.2925 10.9775 -3.73 -7.98 11.6075 -4.88 -5.8525 11.6825 0.325 -9.7375
5 24 13.005 -2.075 -5.935 13.8875 0.6525 -3.4975 13.56 0.845 -7.155 13.19 -2.09 -2.555
5 24 13.18 -2.01 0.67 11.9025 -4.41 1.3925 12.0625 -4.56 -1.4375 12.785 -1.7325 3.585
5 24 13.1917 0.915 -7.7717 12.5633 -2.0583 -6.5717 12.9625 0.8075 -8.4975 13.56 0.845 -7.155
5 24 8.8025 -5.74 7.0475 6.695 -7.4425 6.75 7.3425 -7.895 4.6275 7.2625 -5.3975 9.68
5 24 12.3775 1.57 -9.6275 12.9625 0.8075 -8.4975 11.6825 0.325 -9.7375 12.4325 3.2175 -10.48
5 24 2.9142 -8.8742 7.1983 3.6925 -8.1667 8.0725 2.5775 -8.8925 7.51 3.2475 -9.07 6.8775
5 24 7.0675 -9.3425 -4.9925 7.24 -9.0875 -2.6 8.6975 -8.3 -5.095 6.55 -9.5175 -3.26
5 24 4.4688 6.1263 18.2313 4.3675 5.1625 18.33 4.8633 5.3967 17.0925 4.0133 5.4083 20.0125
5 24 8.0325 -8.0713 2.1125 10.15 -6.46 2.1775 10.575 -6.5325 -0.1775 9.63 -6.22 4.3225
5 24 5.7525 6.2338 16.16 6.7688 7.265 15.4775 6.89 5.5525 15.1275 5.67 7.3675 16.2925
5 24 13.02 7.605 6.5375 15.1675 7.09 2.5225 14.475 7.4425 6.865 13.905 7.2875 2.0375
5 24 9.04 4.9625 -23.56 10.855 5.1725 -20.9075 10.8125 5.9 -21.035 9.1225 4.2 -23.4025
5 24 8.61 -3.3475 10.2625 10.5425 -3.67 7.1275 8.8025 -5.74 7.0475 9.6525 -1.0725 10.62
5 24 12.065 -4.6375 -4.3975 12.5633 -2.0583 -6.5717 11.6892 -4.6058 -5.1092 13.005 -2.075 -5.935
5 24 13.8875 0.6525 -3.4975 14.5725 3.2225 -0.57 14.255 2.9675 -4.27 14.01 0.595 0.0075
5 24 7.5725 2.9333 -21.6508 5.645 1.82 -22.7825 7.3425 2.5475 -21.32 5.7567 2.1133 -23.2167
5 24 7.24 -9.0875 -2.6 5.235 -9.765 0.4475 6.55 -9.5175 -3.26 7.7275 -8.68 -1.7475
5 24 7.775 1.5875 13.6575 9.3875 1.4425 12.0225 8.13 3.6225 13.845 8.565 -1.0675 11.7875
5 24 9.7725 -7.48 -4.625 9.4375 -6.925 -6.7875 10.675 -5.905 -6.255 8.6975 -8.3 -5.095
5 24 13.935 7.0025 -1.225 15.235 6.83 -1.0325 15.1675 7.09 2.5225 13.6975 6.715 -4.215
5 24 1.94 0 -18.49 3.7675 0.4125 -18.015 2.055 -0.48 -15.2 1.7925 0.5025 -22.6975
5 24 6.3742 2.11 -20.5567 5.3325 1.6075 -22.265 5.0808 1.6183 -21.8125 6.7825 2.185 -20.8675
5 24 7.3425 2.5475 -21.32 6.7825 2.185 -20.8675 8.56 3.09 -19.61 5.645 1.82 -22.7825
5 24 5.0808 1.6183 -21.8125 4.9225 1.335 -21.435 3.5242 1.0992 -22.7258 6.3742 2.11 -20.5567
5 24 5.7525 6.2338 16.16 5.6775 5.3225 15.905 6.89 5.5525 15.1275 4.8633 5.3967 17.0925
5 24 2.2358 -10.1112 3.7046 3.6406 -9.9906 4.0169 3.3325 -10.24 2.685 2.42 -9.865 4.562
5 24 4.0133 5.4083 20.0125 3.4771 4.1346 20.4704 3.665 3.675 18.8338 3.2263 4.7325 21.9125
5 24 10.5425 -3.67 7.1275 11.435 -4.12 3.965 9.63 -6.22 4.3225 11.9175 -1.33 7.0925
5 24 10.2733 3.6767 11.3533 9.95 3.665 12.0725 10.425 5.625 12.0975 9.3875 1.4425 12.0225
5 24 7.9517 2.5533 -17.4467 7.64 2.1825 -17.34 8.07 2.125 -15.695 7.0025 2.0625 -18.88
5 24 10.0025 3.4025 -15.675 8.515 2.7725 -17.52 8.9825 2.71 -15.715 9.41 3.3925 -17.71
5 24 7.8125 2.585 -19.2625 8.56 3.09 -19.61 6.7825 2.185 -20.8675 8.515 2.7725 -17.52
5 24 3.7143 8.256 18.7346 3.325 8.4875 17.96 4.155 8.1142 16.9842 2.435 9.285 18.605
5 24 10.3392 3.7592 -15.5883 10.825 4.04 -15.655 9.7217 3.7958 -17.7525 10.905 3.5758 -13.8358
5 24 5.8283 7.6642 15.2467 6.7688 7.265 15.4775 5.67 7.3675 16.2925 7.435 7.4475 13.915
5 24 2.8775 -10.5125 -0.4025 2.345 -10.49 1.2825 3.7575 -10.2125 1.9375 0 -10.84 0.35
5 24 1.95 1.0675 -27.02 0 0.55 -25.7075 1.8675 0.73 -25.535 0 0.8925 -27.1575
5 24 13.8 3.3875 -8.1875 14.325 5.215 -7.8325 13.7788 4.2269 -8.9017 13.755 2.4425 -7.66
5 24 3.7575 -10.2125 1.9375 2.8775 -10.5125 -0.4025 2.345 -10.49 1.2825 5.235 -9.765 0.4475
5 24 12.4225 4.1875 -11.49 11.315 2.235 -11.43 12.4325 3.2175 -10.48 10.9725 3.2575 -12.735
5 24 3.8113 6.9763 21.0075 3.7143 8.256 18.7346 4.1096 6.4654 19.6496 3.36 8.8025 20.2025
5 24 5.2288 -1.1525 14.1575 2.2925 1.3413 15.935 0 -1.01 15.5875 3.9263 3.0138 15.8738
5 24 10.905 3.5758 -13.8358 9.815 2.86 -14.03 10.0025 3.4025 -15.675 9.9725 2.54 -12.965
5 24 5.2275 -9.0575 4.8825 7.3425 -7.895 4.6275 6.695 -7.4425 6.75 5.6225 -9.2888 3.0663
5 24 3.7675 0.4125 -18.015 6.23 1.5438 -18.2763 6.0925 0.8575 -14.63 4.9225 1.335 -21.435
5 24 4.155 8.1142 16.9842 4.9663 7.19 17.2875 3.7143 8.256 18.7346 4.82 7.8 16.5125
5 24 3.3713 3.7288 18.3863 3.665 3.675 18.8338 4.1825 5.105 17.9575 2.235 2.2938 19.3088
5 24 10.9975 6.0625 -8.4625 13.8938 6.6513 -9.2263 11.3167 6.495 -10.9263 12.2475 6.34 -6.965
5 24 12.0225 6.4625 -18.23 10.855 5.1725 -20.9075 12.0025 5.725 -18.1475 10.8125 5.9 -21.035
5 24 9.7725 -7.48 -4.625 11.6075 -4.88 -5.8525 10.675 -5.905 -6.255 10.1975 -7.0275 -4.05
5 24 3.7143 8.256 18.7346 4.155 8.1142 16.9842 4.9663 7.19 17.2875 3.325 8.4875 17.96
5 24 8.8908 -1.0442 11.0758 8.61 -3.3475 10.2625 7.8625 -3.26 10.7133 9.6525 -1.0725 10.62
5 24 12.5633 -2.0583 -6.5717 11.6075 -4.88 -5.8525 11.6892 -4.6058 -5.1092 12.385 -2.26 -7.2925
5 24 5.235 -9.765 0.4475 5.5267 -9.3542 0.9117 7.7275 -8.68 -1.7475 3.7575 -10.2125 1.9375
