0 ~Animal Snake Large with Raised Head - without Patternable Surfaces
5 24 1.745 -26.613 -56.122 .147 -28.099 -55.352 1.464 -26.274 -53.045 .449 -26.753 -57.613
5 24 1.464 -26.274 -53.045 1.745 -26.613 -56.122 .147 -28.099 -55.352 3.208 -24.934 -53.779
5 24 1.464 -26.274 -53.045 3.208 -24.934 -53.779 1.745 -26.613 -56.122 .895 -24.736 -51.483
5 24 3.208 -24.934 -53.779 1.745 -26.613 -56.122 1.464 -26.274 -53.045 4.592 -25.917 -56.643
5 24 4.592 -25.917 -56.643 1.745 -26.613 -56.122 3.208 -24.934 -53.779 4.204 -26.157 -57.802
5 24 3.208 -24.934 -53.779 4.592 -25.917 -56.643 1.745 -26.613 -56.122 5.736 -24.444 -54.272
5 24 3.208 -24.934 -53.779 5.736 -24.444 -54.272 4.592 -25.917 -56.643 5.501 -22.58 -52.235
5 24 5.736 -24.444 -54.272 4.592 -25.917 -56.643 3.208 -24.934 -53.779 7.348 -26.573 -56.699
5 24 4.249 -33.668 -54.371 6.605 -33.154 -54.666 5.349 -32.714 -50.119 6.418 -33.491 -55.566
5 24 6.605 -33.154 -54.666 7.783 -32.216 -50.656 5.349 -32.714 -50.119 8.347 -32.049 -55.153
5 24 7.783 -32.216 -50.656 5.349 -32.714 -50.119 6.605 -33.154 -54.666 7.591 -29.948 -46.64
5 24 6.605 -33.154 -54.666 8.347 -32.049 -55.153 7.783 -32.216 -50.656 6.418 -33.491 -55.566
5 24 8.347 -32.049 -55.153 7.783 -32.216 -50.656 6.605 -33.154 -54.666 9.598 -30.926 -51.428
5 24 8.347 -32.049 -55.153 9.598 -30.926 -51.428 7.783 -32.216 -50.656 9.36 -30.436 -55.582
5 24 9.598 -30.926 -51.428 7.783 -32.216 -50.656 8.347 -32.049 -55.153 7.591 -29.948 -46.64
5 24 8.347 -32.049 -55.153 9.36 -30.436 -55.582 9.598 -30.926 -51.428 9.113 -32.511 -57.229
5 24 9.36 -30.436 -55.582 9.598 -30.926 -51.428 8.347 -32.049 -55.153 10.383 -29.049 -52.314
5 24 9.36 -30.436 -55.582 10.383 -29.049 -52.314 9.598 -30.926 -51.428 9.988 -26.953 -53.3
5 24 10.383 -29.049 -52.314 9.598 -30.926 -51.428 9.36 -30.436 -55.582 9.679 -28.175 -47.394
5 24 9.36 -30.436 -55.582 9.988 -26.953 -53.3 10.383 -29.049 -52.314 9.173 -28.267 -56.274
5 24 9.988 -26.953 -53.3 10.383 -29.049 -52.314 9.36 -30.436 -55.582 10.444 -26.285 -48.739
5 24 9.36 -30.436 -55.582 9.173 -28.267 -56.274 9.988 -26.953 -53.3 10.334 -30.702 -57.741
5 24 9.173 -28.267 -56.274 9.988 -26.953 -53.3 9.36 -30.436 -55.582 8.359 -25.091 -54.114
5 24 9.173 -28.267 -56.274 8.359 -25.091 -54.114 9.988 -26.953 -53.3 7.348 -26.573 -56.699
5 24 8.359 -25.091 -54.114 9.988 -26.953 -53.3 9.173 -28.267 -56.274 9.613 -24.265 -50.36
5 24 9.173 -28.267 -56.274 7.348 -26.573 -56.699 8.359 -25.091 -54.114 7.857 -26.708 -57.903
5 24 7.348 -26.573 -56.699 8.359 -25.091 -54.114 9.173 -28.267 -56.274 5.736 -24.444 -54.272
5 24 7.348 -26.573 -56.699 5.736 -24.444 -54.272 8.359 -25.091 -54.114 4.592 -25.917 -56.643
5 24 5.736 -24.444 -54.272 8.359 -25.091 -54.114 7.348 -26.573 -56.699 7.667 -22.751 -51.806
5 24 7.348 -26.573 -56.699 4.592 -25.917 -56.643 5.736 -24.444 -54.272 4.204 -26.157 -57.802
5 24 3.208 -24.934 -53.779 5.501 -22.58 -52.235 5.736 -24.444 -54.272 2.916 -23.202 -52.044
5 24 5.501 -22.58 -52.235 5.736 -24.444 -54.272 3.208 -24.934 -53.779 7.667 -22.751 -51.806
5 24 3.208 -24.934 -53.779 2.916 -23.202 -52.044 5.501 -22.58 -52.235 .895 -24.736 -51.483
5 24 2.916 -23.202 -52.044 5.501 -22.58 -52.235 3.208 -24.934 -53.779 1.597 -19.134 -49.692
5 24 .895 -24.736 -51.483 2.916 -23.202 -52.044 3.208 -24.934 -53.779 -.861 -20.061 -49.991
5 24 3.208 -24.934 -53.779 .895 -24.736 -51.483 2.916 -23.202 -52.044 1.464 -26.274 -53.045
5 24 1.464 -26.274 -53.045 .895 -24.736 -51.483 3.208 -24.934 -53.779 -.465 -26.52 -50.458
5 24 -.465 -26.52 -50.458 .895 -24.736 -51.483 1.464 -26.274 -53.045 -3.011 -21.619 -49.296
5 24 1.464 -26.274 -53.045 -.465 -26.52 -50.458 .895 -24.736 -51.483 .513 -28.041 -52.356
5 24 .513 -28.041 -52.356 -.465 -26.52 -50.458 1.464 -26.274 -53.045 -.172 -28.625 -49.086
5 24 -.172 -28.625 -49.086 -.465 -26.52 -50.458 .513 -28.041 -52.356 -4.284 -25.66 -45.968
5 24 .513 -28.041 -52.356 -.172 -28.625 -49.086 -.465 -26.52 -50.458 .783 -30.186 -51.305
5 24 .783 -30.186 -51.305 -.172 -28.625 -49.086 .513 -28.041 -52.356 1.7 -30.236 -47.945
5 24 1.7 -30.236 -47.945 -.172 -28.625 -49.086 .783 -30.186 -51.305 -2.45 -26.919 -44.02
5 24 .783 -30.186 -51.305 1.7 -30.236 -47.945 -.172 -28.625 -49.086 2.315 -31.909 -50.678
5 24 2.315 -31.909 -50.678 1.7 -30.236 -47.945 .783 -30.186 -51.305 4.718 -30.98 -46.874
5 24 4.718 -30.98 -46.874 1.7 -30.236 -47.945 2.315 -31.909 -50.678 .644 -27.084 -42.666
5 24 2.315 -31.909 -50.678 4.718 -30.98 -46.874 1.7 -30.236 -47.945 5.349 -32.714 -50.119
5 24 5.349 -32.714 -50.119 4.718 -30.98 -46.874 2.315 -31.909 -50.678 7.591 -29.948 -46.64
5 24 7.591 -29.948 -46.64 4.718 -30.98 -46.874 5.349 -32.714 -50.119 3.578 -25.944 -42.486
5 24 5.349 -32.714 -50.119 7.591 -29.948 -46.64 4.718 -30.98 -46.874 7.783 -32.216 -50.656
5 24 7.783 -32.216 -50.656 7.591 -29.948 -46.64 5.349 -32.714 -50.119 9.598 -30.926 -51.428
5 24 9.598 -30.926 -51.428 7.591 -29.948 -46.64 7.783 -32.216 -50.656 9.679 -28.175 -47.394
5 24 9.598 -30.926 -51.428 9.679 -28.175 -47.394 7.591 -29.948 -46.64 10.383 -29.049 -52.314
5 24 9.679 -28.175 -47.394 7.591 -29.948 -46.64 9.598 -30.926 -51.428 5.624 -24.283 -43.206
5 24 10.383 -29.049 -52.314 9.679 -28.175 -47.394 9.598 -30.926 -51.428 10.444 -26.285 -48.739
5 24 10.383 -29.049 -52.314 10.444 -26.285 -48.739 9.679 -28.175 -47.394 9.988 -26.953 -53.3
5 24 10.444 -26.285 -48.739 9.679 -28.175 -47.394 10.383 -29.049 -52.314 6.897 -22.313 -44.598
5 24 9.988 -26.953 -53.3 10.444 -26.285 -48.739 10.383 -29.049 -52.314 9.613 -24.265 -50.36
5 24 9.988 -26.953 -53.3 9.613 -24.265 -50.36 10.444 -26.285 -48.739 8.359 -25.091 -54.114
5 24 9.613 -24.265 -50.36 10.444 -26.285 -48.739 9.988 -26.953 -53.3 6.897 -22.313 -44.598
5 24 8.359 -25.091 -54.114 9.613 -24.265 -50.36 9.988 -26.953 -53.3 7.667 -22.751 -51.806
5 24 8.359 -25.091 -54.114 7.667 -22.751 -51.806 9.613 -24.265 -50.36 5.736 -24.444 -54.272
5 24 7.667 -22.751 -51.806 9.613 -24.265 -50.36 8.359 -25.091 -54.114 6.372 -20.357 -46.448
5 24 5.736 -24.444 -54.272 7.667 -22.751 -51.806 8.359 -25.091 -54.114 5.501 -22.58 -52.235
5 24 5.501 -22.58 -52.235 7.667 -22.751 -51.806 5.736 -24.444 -54.272 4.231 -19.143 -48.347
5 24 3.578 -25.944 -42.486 4.718 -30.98 -46.874 7.591 -29.948 -46.64 .644 -27.084 -42.666
5 24 7.591 -29.948 -46.64 3.578 -25.944 -42.486 4.718 -30.98 -46.874 5.624 -24.283 -43.206
5 24 3.578 -25.944 -42.486 .644 -27.084 -42.666 4.718 -30.98 -46.874 .107 -22.255 -39.079
5 24 .644 -27.084 -42.666 4.718 -30.98 -46.874 3.578 -25.944 -42.486 1.7 -30.236 -47.945
5 24 9.679 -28.175 -47.394 5.624 -24.283 -43.206 7.591 -29.948 -46.64 6.897 -22.313 -44.598
5 24 5.624 -24.283 -43.206 3.578 -25.944 -42.486 7.591 -29.948 -46.64 2.381 -20.675 -40.207
5 24 6.897 -22.313 -44.598 9.679 -28.175 -47.394 10.444 -26.285 -48.739 5.624 -24.283 -43.206
5 24 10.444 -26.285 -48.739 6.897 -22.313 -44.598 9.679 -28.175 -47.394 9.613 -24.265 -50.36
5 24 6.897 -22.313 -44.598 5.624 -24.283 -43.206 9.679 -28.175 -47.394 3.439 -19.1 -41.457
5 24 9.613 -24.265 -50.36 6.897 -22.313 -44.598 10.444 -26.285 -48.739 6.372 -20.357 -46.448
5 24 9.613 -24.265 -50.36 6.372 -20.357 -46.448 6.897 -22.313 -44.598 7.667 -22.751 -51.806
5 24 6.372 -20.357 -46.448 6.897 -22.313 -44.598 9.613 -24.265 -50.36 3.439 -19.1 -41.457
5 24 7.667 -22.751 -51.806 6.372 -20.357 -46.448 9.613 -24.265 -50.36 4.231 -19.143 -48.347
5 24 7.667 -22.751 -51.806 4.231 -19.143 -48.347 6.372 -20.357 -46.448 5.501 -22.58 -52.235
5 24 4.231 -19.143 -48.347 6.372 -20.357 -46.448 7.667 -22.751 -51.806 3.037 -17.15 -43.494
5 24 5.501 -22.58 -52.235 4.231 -19.143 -48.347 7.667 -22.751 -51.806 1.597 -19.134 -49.692
5 24 5.501 -22.58 -52.235 1.597 -19.134 -49.692 4.231 -19.143 -48.347 2.916 -23.202 -52.044
5 24 1.597 -19.134 -49.692 4.231 -19.143 -48.347 5.501 -22.58 -52.235 1.354 -15.711 -45.136
5 24 1.597 -19.134 -49.692 1.354 -15.711 -45.136 4.231 -19.143 -48.347 -1.406 -14.935 -46.294
5 24 1.354 -15.711 -45.136 4.231 -19.143 -48.347 1.597 -19.134 -49.692 3.037 -17.15 -43.494
5 24 1.597 -19.134 -49.692 -1.406 -14.935 -46.294 1.354 -15.711 -45.136 -.861 -20.061 -49.991
5 24 -1.406 -14.935 -46.294 1.354 -15.711 -45.136 1.597 -19.134 -49.692 1.421 -10.946 -42.222
5 24 4.231 -19.143 -48.347 3.037 -17.15 -43.494 6.372 -20.357 -46.448 1.354 -15.711 -45.136
5 24 3.037 -17.15 -43.494 6.372 -20.357 -46.448 4.231 -19.143 -48.347 3.439 -19.1 -41.457
5 24 1.354 -15.711 -45.136 3.037 -17.15 -43.494 4.231 -19.143 -48.347 4.587 -12.163 -41.531
5 24 3.439 -19.1 -41.457 6.897 -22.313 -44.598 6.372 -20.357 -46.448 5.624 -24.283 -43.206
5 24 3.037 -17.15 -43.494 3.439 -19.1 -41.457 6.372 -20.357 -46.448 6.669 -13.941 -40.265
5 24 3.439 -19.1 -41.457 5.624 -24.283 -43.206 6.897 -22.313 -44.598 2.381 -20.675 -40.207
5 24 3.439 -19.1 -41.457 2.381 -20.675 -40.207 5.624 -24.283 -43.206 6.033 -17.62 -36.704
5 24 2.381 -20.675 -40.207 5.624 -24.283 -43.206 3.439 -19.1 -41.457 3.578 -25.944 -42.486
5 24 2.381 -20.675 -40.207 3.578 -25.944 -42.486 5.624 -24.283 -43.206 .107 -22.255 -39.079
5 24 2.381 -20.675 -40.207 .107 -22.255 -39.079 3.578 -25.944 -42.486 3.45 -18.38 -35.408
5 24 .107 -22.255 -39.079 3.578 -25.944 -42.486 2.381 -20.675 -40.207 .644 -27.084 -42.666
5 24 .107 -22.255 -39.079 .644 -27.084 -42.666 3.578 -25.944 -42.486 -2.203 -22.83 -38.797
5 24 .107 -22.255 -39.079 -2.203 -22.83 -38.797 .644 -27.084 -42.666 .361 -18.444 -34.885
5 24 -2.203 -22.83 -38.797 .644 -27.084 -42.666 .107 -22.255 -39.079 -2.45 -26.919 -44.02
5 24 -2.203 -22.83 -38.797 -2.45 -26.919 -44.02 .644 -27.084 -42.666 -4.888 -22.456 -39.82
5 24 -2.45 -26.919 -44.02 .644 -27.084 -42.666 -2.203 -22.83 -38.797 1.7 -30.236 -47.945
5 24 -2.45 -26.919 -44.02 1.7 -30.236 -47.945 .644 -27.084 -42.666 -.172 -28.625 -49.086
5 24 1.7 -30.236 -47.945 .644 -27.084 -42.666 -2.45 -26.919 -44.02 4.718 -30.98 -46.874
5 24 -2.45 -26.919 -44.02 -.172 -28.625 -49.086 1.7 -30.236 -47.945 -4.284 -25.66 -45.968
5 24 -2.45 -26.919 -44.02 -4.284 -25.66 -45.968 -.172 -28.625 -49.086 -4.888 -22.456 -39.82
5 24 -4.284 -25.66 -45.968 -.172 -28.625 -49.086 -2.45 -26.919 -44.02 -.465 -26.52 -50.458
5 24 -4.284 -25.66 -45.968 -.465 -26.52 -50.458 -.172 -28.625 -49.086 -4.411 -23.717 -47.858
5 24 -4.284 -25.66 -45.968 -4.411 -23.717 -47.858 -.465 -26.52 -50.458 -6.662 -21.095 -41.688
5 24 -4.411 -23.717 -47.858 -.465 -26.52 -50.458 -4.284 -25.66 -45.968 -3.011 -21.619 -49.296
5 24 -4.411 -23.717 -47.858 -3.011 -21.619 -49.296 -.465 -26.52 -50.458 -6.342 -17.316 -45.295
5 24 -3.011 -21.619 -49.296 -.465 -26.52 -50.458 -4.411 -23.717 -47.858 .895 -24.736 -51.483
5 24 -3.011 -21.619 -49.296 .895 -24.736 -51.483 -.465 -26.52 -50.458 -.861 -20.061 -49.991
5 24 -3.011 -21.619 -49.296 -.861 -20.061 -49.991 .895 -24.736 -51.483 -4.273 -15.512 -46.431
5 24 -.861 -20.061 -49.991 .895 -24.736 -51.483 -3.011 -21.619 -49.296 2.916 -23.202 -52.044
5 24 -.861 -20.061 -49.991 2.916 -23.202 -52.044 .895 -24.736 -51.483 1.597 -19.134 -49.692
5 24 -.861 -20.061 -49.991 1.597 -19.134 -49.692 2.916 -23.202 -52.044 -1.406 -14.935 -46.294
5 24 1.597 -19.134 -49.692 2.916 -23.202 -52.044 -.861 -20.061 -49.991 5.501 -22.58 -52.235
5 24 -2.203 -22.83 -38.797 -4.888 -22.456 -39.82 -2.45 -26.919 -44.02 -2.7 -17.616 -35.159
5 24 -4.888 -22.456 -39.82 -2.45 -26.919 -44.02 -2.203 -22.83 -38.797 -4.284 -25.66 -45.968
5 24 -4.888 -22.456 -39.82 -4.284 -25.66 -45.968 -2.45 -26.919 -44.02 -6.662 -21.095 -41.688
5 24 -4.888 -22.456 -39.82 -6.662 -21.095 -41.688 -4.284 -25.66 -45.968 -5.288 -15.631 -36.774
5 24 -6.662 -21.095 -41.688 -4.284 -25.66 -45.968 -4.888 -22.456 -39.82 -4.411 -23.717 -47.858
5 24 -6.662 -21.095 -41.688 -4.411 -23.717 -47.858 -4.284 -25.66 -45.968 -7.133 -19.276 -43.576
5 24 -6.662 -21.095 -41.688 -7.133 -19.276 -43.576 -4.411 -23.717 -47.858 -5.288 -15.631 -36.774
5 24 -7.133 -19.276 -43.576 -4.411 -23.717 -47.858 -6.662 -21.095 -41.688 -6.342 -17.316 -45.295
5 24 -4.411 -23.717 -47.858 -6.342 -17.316 -45.295 -3.011 -21.619 -49.296 -7.133 -19.276 -43.576
5 24 -6.342 -17.316 -45.295 -3.011 -21.619 -49.296 -4.411 -23.717 -47.858 -4.273 -15.512 -46.431
5 24 -7.133 -19.276 -43.576 -6.342 -17.316 -45.295 -4.411 -23.717 -47.858 -5.865 -13.675 -38.678
5 24 -3.011 -21.619 -49.296 -4.273 -15.512 -46.431 -.861 -20.061 -49.991 -6.342 -17.316 -45.295
5 24 -4.273 -15.512 -46.431 -.861 -20.061 -49.991 -3.011 -21.619 -49.296 -1.406 -14.935 -46.294
5 24 -6.342 -17.316 -45.295 -4.273 -15.512 -46.431 -3.011 -21.619 -49.296 -4.518 -11.868 -40.73
5 24 -.861 -20.061 -49.991 -1.406 -14.935 -46.294 1.597 -19.134 -49.692 -4.273 -15.512 -46.431
5 24 -4.273 -15.512 -46.431 -1.406 -14.935 -46.294 -.861 -20.061 -49.991 -2.083 -10.878 -41.973
5 24 .361 -18.444 -34.885 1.497 -13.643 -31.673 -2.7 -17.616 -35.159 4.384 -14.841 -31.385
5 24 1.497 -13.643 -31.673 -2.7 -17.616 -35.159 .361 -18.444 -34.885 -.973 -11.624 -33.123
5 24 -2.7 -17.616 -35.159 .361 -18.444 -34.885 1.497 -13.643 -31.673 -2.203 -22.83 -38.797
5 24 .361 -18.444 -34.885 4.384 -14.841 -31.385 1.497 -13.643 -31.673 3.45 -18.38 -35.408
5 24 4.384 -14.841 -31.385 1.497 -13.643 -31.673 .361 -18.444 -34.885 2.835 -11.576 -29.669
5 24 1.497 -13.643 -31.673 -.973 -11.624 -33.123 -2.7 -17.616 -35.159 1.122 -9.847 -31.24
5 24 -.973 -11.624 -33.123 -2.7 -17.616 -35.159 1.497 -13.643 -31.673 -5.288 -15.631 -36.774
5 24 -.973 -11.624 -33.123 -5.288 -15.631 -36.774 -2.7 -17.616 -35.159 -1.673 -9.567 -34.971
5 24 -5.288 -15.631 -36.774 -2.7 -17.616 -35.159 -.973 -11.624 -33.123 -4.888 -22.456 -39.82
5 24 -.973 -11.624 -33.123 -1.673 -9.567 -34.971 -5.288 -15.631 -36.774 .995 -7.814 -32.705
5 24 -1.673 -9.567 -34.971 -5.288 -15.631 -36.774 -.973 -11.624 -33.123 -5.865 -13.675 -38.678
5 24 -1.673 -9.567 -34.971 -5.865 -13.675 -38.678 -5.288 -15.631 -36.774 -4.518 -11.868 -40.73
5 24 -5.865 -13.675 -38.678 -5.288 -15.631 -36.774 -1.673 -9.567 -34.971 -7.133 -19.276 -43.576
5 24 -1.673 -9.567 -34.971 -4.518 -11.868 -40.73 -5.865 -13.675 -38.678 .402 -7.569 -36.545
5 24 -4.518 -11.868 -40.73 -5.865 -13.675 -38.678 -1.673 -9.567 -34.971 -6.342 -17.316 -45.295
5 24 -1.673 -9.567 -34.971 .402 -7.569 -36.545 -4.518 -11.868 -40.73 .995 -7.814 -32.705
5 24 .402 -7.569 -36.545 -4.518 -11.868 -40.73 -1.673 -9.567 -34.971 -2.083 -10.878 -41.973
5 24 .402 -7.569 -36.545 -2.083 -10.878 -41.973 -4.518 -11.868 -40.73 2.967 -6.728 -37.643
5 24 -2.083 -10.878 -41.973 -4.518 -11.868 -40.73 .402 -7.569 -36.545 -4.273 -15.512 -46.431
5 24 .402 -7.569 -36.545 2.967 -6.728 -37.643 -2.083 -10.878 -41.973 2.784 -5.665 -34.314
5 24 2.967 -6.728 -37.643 -2.083 -10.878 -41.973 .402 -7.569 -36.545 1.421 -10.946 -42.222
5 24 2.967 -6.728 -37.643 1.421 -10.946 -42.222 -2.083 -10.878 -41.973 6.513 -7.115 -38.146
5 24 1.421 -10.946 -42.222 -2.083 -10.878 -41.973 2.967 -6.728 -37.643 -1.406 -14.935 -46.294
5 24 2.967 -6.728 -37.643 6.513 -7.115 -38.146 1.421 -10.946 -42.222 5.184 -4.555 -34.788
5 24 6.513 -7.115 -38.146 1.421 -10.946 -42.222 2.967 -6.728 -37.643 4.587 -12.163 -41.531
5 24 3.45 -18.38 -35.408 4.384 -14.841 -31.385 .361 -18.444 -34.885 7.499 -15.083 -31.526
5 24 .361 -18.444 -34.885 3.45 -18.38 -35.408 4.384 -14.841 -31.385 .107 -22.255 -39.079
5 24 3.45 -18.38 -35.408 7.499 -15.083 -31.526 4.384 -14.841 -31.385 6.033 -17.62 -36.704
5 24 7.499 -15.083 -31.526 4.384 -14.841 -31.385 3.45 -18.38 -35.408 5.469 -12.645 -28.842
5 24 6.033 -17.62 -36.704 7.499 -15.083 -31.526 3.45 -18.38 -35.408 10.368 -14.302 -32.714
5 24 3.45 -18.38 -35.408 6.033 -17.62 -36.704 7.499 -15.083 -31.526 2.381 -20.675 -40.207
5 24 6.033 -17.62 -36.704 10.368 -14.302 -32.714 7.499 -15.083 -31.526 7.507 -15.854 -38.502
5 24 10.368 -14.302 -32.714 7.499 -15.083 -31.526 6.033 -17.62 -36.704 8.885 -12.524 -28.462
5 24 7.507 -15.854 -38.502 10.368 -14.302 -32.714 6.033 -17.62 -36.704 11.829 -12.394 -34.404
5 24 7.507 -15.854 -38.502 11.829 -12.394 -34.404 10.368 -14.302 -32.714 11.487 -10.01 -36.304
5 24 11.829 -12.394 -34.404 10.368 -14.302 -32.714 7.507 -15.854 -38.502 11.589 -11.294 -29.297
5 24 11.487 -10.01 -36.304 11.829 -12.394 -34.404 7.507 -15.854 -38.502 12.786 -7.004 -32.287
5 24 7.507 -15.854 -38.502 11.487 -10.01 -36.304 11.829 -12.394 -34.404 6.669 -13.941 -40.265
5 24 7.507 -15.854 -38.502 6.669 -13.941 -40.265 11.487 -10.01 -36.304 3.439 -19.1 -41.457
5 24 6.669 -13.941 -40.265 11.487 -10.01 -36.304 7.507 -15.854 -38.502 9.083 -8.074 -37.711
5 24 9.083 -8.074 -37.711 11.487 -10.01 -36.304 6.669 -13.941 -40.265 10.734 -5.219 -33.944
5 24 6.669 -13.941 -40.265 9.083 -8.074 -37.711 11.487 -10.01 -36.304 4.587 -12.163 -41.531
5 24 6.669 -13.941 -40.265 4.587 -12.163 -41.531 9.083 -8.074 -37.711 3.037 -17.15 -43.494
5 24 4.587 -12.163 -41.531 9.083 -8.074 -37.711 6.669 -13.941 -40.265 6.513 -7.115 -38.146
5 24 6.513 -7.115 -38.146 9.083 -8.074 -37.711 4.587 -12.163 -41.531 8.506 -4.579 -34.582
5 24 4.587 -12.163 -41.531 6.513 -7.115 -38.146 9.083 -8.074 -37.711 1.421 -10.946 -42.222
5 24 4.587 -12.163 -41.531 1.421 -10.946 -42.222 6.513 -7.115 -38.146 1.354 -15.711 -45.136
5 24 2.381 -20.675 -40.207 6.033 -17.62 -36.704 3.45 -18.38 -35.408 3.439 -19.1 -41.457
5 24 3.45 -18.38 -35.408 2.381 -20.675 -40.207 6.033 -17.62 -36.704 .107 -22.255 -39.079
5 24 3.45 -18.38 -35.408 .107 -22.255 -39.079 2.381 -20.675 -40.207 .361 -18.444 -34.885
5 24 .361 -18.444 -34.885 .107 -22.255 -39.079 3.45 -18.38 -35.408 -2.203 -22.83 -38.797
5 24 .361 -18.444 -34.885 -2.203 -22.83 -38.797 .107 -22.255 -39.079 -2.7 -17.616 -35.159
5 24 3.439 -19.1 -41.457 6.033 -17.62 -36.704 2.381 -20.675 -40.207 7.507 -15.854 -38.502
5 24 3.439 -19.1 -41.457 7.507 -15.854 -38.502 6.033 -17.62 -36.704 6.669 -13.941 -40.265
5 24 3.439 -19.1 -41.457 6.669 -13.941 -40.265 7.507 -15.854 -38.502 3.037 -17.15 -43.494
5 24 3.037 -17.15 -43.494 6.669 -13.941 -40.265 3.439 -19.1 -41.457 4.587 -12.163 -41.531
5 24 3.037 -17.15 -43.494 4.587 -12.163 -41.531 6.669 -13.941 -40.265 1.354 -15.711 -45.136
5 24 1.354 -15.711 -45.136 4.587 -12.163 -41.531 3.037 -17.15 -43.494 1.421 -10.946 -42.222
5 24 1.354 -15.711 -45.136 1.421 -10.946 -42.222 4.587 -12.163 -41.531 -1.406 -14.935 -46.294
5 24 -1.406 -14.935 -46.294 1.421 -10.946 -42.222 1.354 -15.711 -45.136 -2.083 -10.878 -41.973
5 24 -2.7 -17.616 -35.159 -2.203 -22.83 -38.797 .361 -18.444 -34.885 -4.888 -22.456 -39.82
5 24 -2.7 -17.616 -35.159 -4.888 -22.456 -39.82 -2.203 -22.83 -38.797 -5.288 -15.631 -36.774
5 24 -5.288 -15.631 -36.774 -4.888 -22.456 -39.82 -2.7 -17.616 -35.159 -6.662 -21.095 -41.688
5 24 -5.288 -15.631 -36.774 -6.662 -21.095 -41.688 -4.888 -22.456 -39.82 -7.133 -19.276 -43.576
5 24 -5.288 -15.631 -36.774 -7.133 -19.276 -43.576 -6.662 -21.095 -41.688 -5.865 -13.675 -38.678
5 24 -5.865 -13.675 -38.678 -7.133 -19.276 -43.576 -5.288 -15.631 -36.774 -6.342 -17.316 -45.295
5 24 -5.865 -13.675 -38.678 -6.342 -17.316 -45.295 -7.133 -19.276 -43.576 -4.518 -11.868 -40.73
5 24 -4.518 -11.868 -40.73 -6.342 -17.316 -45.295 -5.865 -13.675 -38.678 -4.273 -15.512 -46.431
5 24 -4.518 -11.868 -40.73 -4.273 -15.512 -46.431 -6.342 -17.316 -45.295 -2.083 -10.878 -41.973
5 24 -2.083 -10.878 -41.973 -4.273 -15.512 -46.431 -4.518 -11.868 -40.73 -1.406 -14.935 -46.294
5 24 -2.083 -10.878 -41.973 -1.406 -14.935 -46.294 -4.273 -15.512 -46.431 1.421 -10.946 -42.222
5 24 4.384 -14.841 -31.385 2.835 -11.576 -29.669 1.497 -13.643 -31.673 5.469 -12.645 -28.842
5 24 2.835 -11.576 -29.669 1.497 -13.643 -31.673 4.384 -14.841 -31.385 1.122 -9.847 -31.24
5 24 4.384 -14.841 -31.385 5.469 -12.645 -28.842 2.835 -11.576 -29.669 7.499 -15.083 -31.526
5 24 5.469 -12.645 -28.842 2.835 -11.576 -29.669 4.384 -14.841 -31.385 4.883 -10.807 -26.503
5 24 2.835 -11.576 -29.669 1.122 -9.847 -31.24 1.497 -13.643 -31.673 1.155 -8.472 -28.747
5 24 1.122 -9.847 -31.24 1.497 -13.643 -31.673 2.835 -11.576 -29.669 -.973 -11.624 -33.123
5 24 1.122 -9.847 -31.24 -.973 -11.624 -33.123 1.497 -13.643 -31.673 .995 -7.814 -32.705
5 24 1.122 -9.847 -31.24 .995 -7.814 -32.705 -.973 -11.624 -33.123 1.334 -6.438 -29.888
5 24 .995 -7.814 -32.705 -.973 -11.624 -33.123 1.122 -9.847 -31.24 -1.673 -9.567 -34.971
5 24 .995 -7.814 -32.705 -1.673 -9.567 -34.971 -.973 -11.624 -33.123 .402 -7.569 -36.545
5 24 .995 -7.814 -32.705 .402 -7.569 -36.545 -1.673 -9.567 -34.971 2.784 -5.665 -34.314
5 24 .995 -7.814 -32.705 2.784 -5.665 -34.314 .402 -7.569 -36.545 2.597 -4.108 -31.052
5 24 2.784 -5.665 -34.314 .402 -7.569 -36.545 .995 -7.814 -32.705 2.967 -6.728 -37.643
5 24 2.784 -5.665 -34.314 2.967 -6.728 -37.643 .402 -7.569 -36.545 5.184 -4.555 -34.788
5 24 2.784 -5.665 -34.314 5.184 -4.555 -34.788 2.967 -6.728 -37.643 5.018 -2.592 -31.79
5 24 5.184 -4.555 -34.788 2.967 -6.728 -37.643 2.784 -5.665 -34.314 6.513 -7.115 -38.146
5 24 5.184 -4.555 -34.788 6.513 -7.115 -38.146 2.967 -6.728 -37.643 8.506 -4.579 -34.582
5 24 5.184 -4.555 -34.788 8.506 -4.579 -34.582 6.513 -7.115 -38.146 5.018 -2.592 -31.79
5 24 8.506 -4.579 -34.582 6.513 -7.115 -38.146 5.184 -4.555 -34.788 9.083 -8.074 -37.711
5 24 7.499 -15.083 -31.526 5.469 -12.645 -28.842 4.384 -14.841 -31.385 8.885 -12.524 -28.462
5 24 7.499 -15.083 -31.526 8.885 -12.524 -28.462 5.469 -12.645 -28.842 10.368 -14.302 -32.714
5 24 8.885 -12.524 -28.462 5.469 -12.645 -28.842 7.499 -15.083 -31.526 7.594 -10.337 -25.906
5 24 10.368 -14.302 -32.714 8.885 -12.524 -28.462 7.499 -15.083 -31.526 11.589 -11.294 -29.297
