0 Panel Ramp Curved  8 x 12 x  6
0 Name: 43085.dat
0 Author: Philippe Hurbain [Philo]
0 !LDRAW_ORG Part UPDATE 2020-02
0 !LICENSE Redistributable under CCAL version 2.0 : see CAreadme.txt

0 !HELP The ramp is a segment of cylinder: center 0 -110 -220; radius 230
2 24 -54.4566 119.6504 -177.7038 -54.1068 120 -179.4626
2 24 -54.1068 120 -179.4626 -54 120 -180
2 24 -46 120 -180 -45.8932 120 -179.4626
2 24 -45.8932 120 -179.4626 -45.5434 119.6504 -177.7038
2 24 -45.5434 119.6504 -177.7038 -44.2426 119.2636 -175.7574
2 24 -44.2426 119.2636 -175.7574 -42.2962 119.005 -174.4566
2 24 -42.2962 119.005 -174.4566 -40 118.9143 -174
2 24 -40 118.9143 -174 -37.7038 119.005 -174.4566
2 24 -37.7038 119.005 -174.4566 -35.7574 119.2636 -175.7574
2 24 -35.7574 119.2636 -175.7574 -34.4566 119.6504 -177.7038
2 24 -34.4566 119.6504 -177.7038 -34.1068 120 -179.4626
2 24 -34.1068 120 -179.4626 -34 120 -180
2 24 -26 120 -180 -25.8932 120 -179.4626
2 24 -25.8932 120 -179.4626 -25.5434 119.6504 -177.7038
2 24 -25.5434 119.6504 -177.7038 -24.2426 119.2636 -175.7574
2 24 -24.2426 119.2636 -175.7574 -22.2962 119.005 -174.4566
2 24 -22.2962 119.005 -174.4566 -20 118.9143 -174
2 24 -20 118.9143 -174 -17.7038 119.005 -174.4566
2 24 -17.7038 119.005 -174.4566 -15.7574 119.2636 -175.7574
2 24 -15.7574 119.2636 -175.7574 -14.4566 119.6504 -177.7038
2 24 -14.4566 119.6504 -177.7038 -14.1068 120 -179.4626
2 24 -14.1068 120 -179.4626 -14 120 -180
2 24 -6 120 -180 -5.8932 120 -179.4626
2 24 -5.8932 120 -179.4626 -5.5434 119.6504 -177.7038
2 24 -5.5434 119.6504 -177.7038 -4.2426 119.2636 -175.7574
2 24 -4.2426 119.2636 -175.7574 -2.2962 119.005 -174.4566
2 24 -2.2962 119.005 -174.4566 0 118.9143 -174
2 24 0 118.9143 -174 2.2962 119.005 -174.4566
2 24 2.2962 119.005 -174.4566 4.2426 119.2636 -175.7574
2 24 4.2426 119.2636 -175.7574 5.5434 119.6504 -177.7038
2 24 5.5434 119.6504 -177.7038 5.8932 120 -179.4626
2 24 5.8932 120 -179.4626 6 120 -180
2 24 14 120 -180 14.1068 120 -179.4626
2 24 14.1068 120 -179.4626 14.4566 119.6504 -177.7038
2 24 14.4566 119.6504 -177.7038 15.7574 119.2636 -175.7574
2 24 15.7574 119.2636 -175.7574 17.7038 119.005 -174.4566
2 24 17.7038 119.005 -174.4566 20 118.9143 -174
2 24 20 118.9143 -174 22.2962 119.005 -174.4566
2 24 22.2962 119.005 -174.4566 24.2426 119.2636 -175.7574
2 24 24.2426 119.2636 -175.7574 25.5434 119.6504 -177.7038
2 24 25.5434 119.6504 -177.7038 25.8932 120 -179.4626
2 24 25.8932 120 -179.4626 26 120 -180
2 24 34 120 -180 34.1068 120 -179.4626
2 24 34.1068 120 -179.4626 34.4566 119.6504 -177.7038
2 24 34.4566 119.6504 -177.7038 35.7574 119.2636 -175.7574
2 24 35.7574 119.2636 -175.7574 37.7038 119.005 -174.4566
2 24 37.7038 119.005 -174.4566 40 118.9143 -174
2 24 40 118.9143 -174 42.2962 119.005 -174.4566
2 24 42.2962 119.005 -174.4566 44.2426 119.2636 -175.7574
2 24 44.2426 119.2636 -175.7574 45.5434 119.6504 -177.7038
2 24 45.5434 119.6504 -177.7038 45.8932 120 -179.4626
2 24 45.8932 120 -179.4626 46 120 -180
2 24 54 120 -180 54.1068 120 -179.4626
2 24 54.1068 120 -179.4626 54.4566 119.6504 -177.7038
2 24 54.4566 119.6504 -177.7038 55.7574 119.2636 -175.7574
2 24 55.7574 119.2636 -175.7574 57.7038 119.005 -174.4566
2 24 57.7038 119.005 -174.4566 60 118.9143 -174
2 24 60 118.9143 -174 62.2962 119.005 -174.4566
2 24 62.2962 119.005 -174.4566 64.2426 119.2636 -175.7574
2 24 64.2426 119.2636 -175.7574 65.5434 119.6504 -177.7038
2 24 65.5434 119.6504 -177.7038 65.8932 120 -179.4626
2 24 65.8932 120 -179.4626 66 120 -180
2 24 41 110.7864 -144 41 113.5657 -152.1989
2 24 39 110.7864 -144 39 113.5657 -152.1989
2 24 -41 110.7864 -144 -41 113.5657 -152.1989
2 24 -39 110.7864 -144 -39 113.5657 -152.1989
2 24 1 110.7864 -144 1 113.5657 -152.1989
2 24 -1 110.7864 -144 -1 113.5657 -152.1989
2 24 -41 133 -152.1989 -40 133 -152
2 24 -40 133 -152 -39 133 -152.1989
2 24 1 133 -152.1989 0 133 -152
2 24 0 133 -152 -1 133 -152.1989
2 24 41 133 -152.1989 40 133 -152
2 24 40 133 -152 39 133 -152.1989
2 24 -41 133 -152.1989 -41 113.5657 -152.1989
2 24 -39 133 -152.1989 -39 113.5657 -152.1989
2 24 1 133 -152.1989 1 113.5657 -152.1989
2 24 -1 133 -152.1989 -1 113.5657 -152.1989
2 24 41 133 -152.1989 41 113.5657 -152.1989
2 24 39 133 -152.1989 39 113.5657 -152.1989
0 // Conditional lines
5 24 76 120 -179.4626 -76 120 -179.4626 76 120 -196 76 116.0206 -159.4408
5 24 76 116.0206 -159.4408 -76 116.0206 -159.4408 76 120 -179.4626 76 110.7864 -144
0 // Lower horizontal faces
4 16 36 144 -200 36 144 -204 28 144 -202 31 144 -200
4 16 40 144 -200 40 144 -216 36 144 -204 36 144 -200
4 16 -28 144 -202 -36 144 -204 -36 144 -200 -31 144 -200
4 16 -36 144 -204 -40 144 -216 -40 144 -200 -36 144 -200
4 16 40 144 -220 36 144 -216 36 144 -204 40 144 -216
4 16 40 144 -220 -40 144 -220 -36 144 -216 36 144 -216
4 16 -40 144 -220 -40 144 -216 -36 144 -204 -36 144 -216
4 16 36 144 -204 -36 144 -204 -28 144 -202 28 144 -202
3 16 -28 144 -202 -31 144 -200 -29 144 -200
3 16 -28 144 -202 -29 144 -200 -28 144 -200
3 16 -12 144 -202 -12 144 -200 -11 144 -200
3 16 -8 144 -202 -9 144 -200 -8 144 -200
4 16 -12 144 -202 -11 144 -200 -9 144 -200 -8 144 -202
4 16 8 144 -202 9 144 -200 11 144 -200 12 144 -202
3 16 8 144 -202 8 144 -200 9 144 -200
3 16 12 144 -202 11 144 -200 12 144 -200
3 16 28 144 -202 28 144 -200 29 144 -200
3 16 28 144 -202 29 144 -200 31 144 -200
4 16 76 144 -144 80 144 -140 80 144 -200 76 144 -196
4 16 40 144 -200 36 144 -196 76 144 -196 80 144 -200
4 16 -80 144 -200 -80 144 -140 -76 144 -144 -76 144 -196
4 16 -76 144 -196 -36 144 -196 -40 144 -200 -80 144 -200
3 16 36 144 -196 40 144 -200 36 144 -200
3 16 -36 144 -196 -36 144 -200 -40 144 -200
4 16 -76 144 -144 -80 144 -140 80 144 -140 76 144 -144
4 16 28 24 2 76 24 4 77 24 0 28 24 0
4 16 -77 24 0 -76 24 4 -28 24 2 -28 24 0
4 16 -76 24 4 76 24 4 28 24 2 -28 24 2
4 16 77 24 0 80 24 20 80 24 -4.707 77 24 -4.707
4 16 -80 24 -4.707 -80 24 20 -77 24 0 -77 24 -4.707
4 16 77 24 0 76 24 4 76 24 16 80 24 20
4 16 -76 24 16 -76 24 4 -77 24 0 -80 24 20
4 16 -76 24 16 -80 24 20 80 24 20 76 24 16
0 // Lower ramp faces
3 16 80 130.5031 -140 80 144 -140 77 130.5031 -140
4 16 -77 130.5031 -140 77 130.5031 -140 80 144 -140 -80 144 -140
3 16 -80 130.5031 -140 -77 130.5031 -140 -80 144 -140
4 16 -77 6.2788 -17 77 6.2788 -17 77 7 -17.356 -77 7 -17.356
4 16 -77 32.4592 -34.3444 77 32.4592 -34.3444 77 55.4614 -54.5386 -77 55.4614 -54.5386
4 16 -77 7 -17.356 77 7 -17.356 77 32.4592 -34.3444 -77 32.4592 -34.3444
4 16 -77 92.6444 -103 77 92.6444 -103 77 106.1926 -130.4482 -77 106.1926 -130.4482
4 16 -77 106.1926 -130.4482 77 106.1926 -130.4482 77 109.4305 -140 -77 109.4305 -140
4 16 -77 75.6556 -77.5408 77 75.6556 -77.5408 77 92.6444 -103 -77 92.6444 -103
4 16 77 75.6556 -77.5408 -77 75.6556 -77.5408 -77 55.4614 -54.5386 77 55.4614 -54.5386
4 16 77 4 -17 -77 4 -17 -8 4 0 8 4 0
3 16 12 4 0 28 4 0 77 4 -17
3 16 28 4 0 77 4 0 77 4 -17
3 16 -77 4 -17 -28 4 0 -12 4 0
3 16 -77 4 0 -28 4 0 -77 4 -17
3 16 12 4 0 77 4 -17 8 4 0
3 16 -12 4 0 -8 4 0 -77 4 -17
0 // Conditional lines
5 24 77 106.1926 -130.4482 -77 106.1926 -130.4482 77 109.4305 -140 77 92.6444 -103
5 24 77 92.6444 -103 -77 92.6444 -103 77 106.1926 -130.4482 77 75.6556 -77.5408
5 24 77 75.6556 -77.5408 -77 75.6556 -77.5408 77 92.6444 -103 77 55.4614 -54.5386
5 24 77 55.4614 -54.5386 -77 55.4614 -54.5386 77 75.6556 -77.5408 77 32.4592 -34.3444
5 24 77 32.4592 -34.3444 -77 32.4592 -34.3444 77 55.4614 -54.5386 77 7 -17.356
5 24 77 7 -17.356 -77 7 -17.356 77 32.4592 -34.3444 77 6.2788 -17
0 // Left outer vertical faces
4 16 -80 102.497 -131.979 -80 124.6706 -122.7942 -80 130.5031 -140 -80 112.157 -160.476
4 16 -80 144 -200 -80 135 -200 -80 130.5031 -140 -80 144 -140
4 16 -80 118.022 -189.985 -80 112.157 -160.476 -80 130.5031 -140 -80 135 -200
3 16 -80 135 -200 -80 129 -200 -80 118.022 -189.985
3 16 -80 129 -200 -80 118.682 -200 -80 118.022 -189.985
4 16 -80 3.3388 -20 -80 0 -20 -80 0 20 -80 24 -4.707
3 16 -80 0 20 -80 24 20 -80 24 -4.707
3 16 -80 5 -20.82 -80 3.3388 -20 -80 24 -4.707
4 16 -80 30.024 -37.518 -80 5 -20.82 -80 24 -4.707 -80 44.6352 -18.4764
4 16 -80 124.6706 -122.7942 -80 102.497 -131.979 -80 89.18 -105 -80 109.964 -93
4 16 -80 52.633 -56.367 -80 30.024 -37.518 -80 44.6352 -18.4764 -80 69.6034 -40.3966
4 16 -80 69.6034 -40.3966 -80 91.5236 -65.3648 -80 72.482 -79.976 -80 52.633 -56.367
4 16 -80 109.964 -93 -80 89.18 -105 -80 72.482 -79.976 -80 91.5236 -65.3648
0 // Edges
2 24 -80 130.5031 -140 -80 124.6706 -122.7942
2 24 -80 124.6706 -122.7942 -80 109.964 -93
2 24 -80 109.964 -93 -80 91.5236 -65.3648
2 24 -80 69.6034 -40.3966 -80 44.6352 -18.4764
2 24 -80 91.5236 -65.3648 -80 69.6034 -40.3966
2 24 -80 44.6352 -18.4764 -80 24 -4.707
2 24 -80 118.682 -200 -80 118.022 -189.985
2 24 -80 118.022 -189.985 -80 112.157 -160.476
2 24 -80 112.157 -160.476 -80 102.497 -131.979
2 24 -80 102.497 -131.979 -80 89.18 -105
2 24 -80 89.18 -105 -80 72.482 -79.976
2 24 -80 72.482 -79.976 -80 52.633 -56.367
2 24 -80 52.633 -56.367 -80 30.024 -37.518
2 24 -80 30.024 -37.518 -80 5 -20.82
2 24 -80 5 -20.82 -80 3.3388 -20
0 // Left inner vertical faces
4 16 -77 4 0 -77 4 -17 -77 6.2788 -17 -77 24 -4.707
4 16 -77 130.5031 -140 -77 124.6706 -122.7942 -77 106.1926 -130.4482 -77 109.4305 -140
4 16 -77 106.1926 -130.4482 -77 124.6706 -122.7942 -77 109.964 -93 -77 92.6444 -103
4 16 -77 91.5236 -65.3648 -77 75.6556 -77.5408 -77 92.6444 -103 -77 109.964 -93
4 16 -77 75.6556 -77.5408 -77 91.5236 -65.3648 -77 69.6034 -40.3966 -77 55.4614 -54.5386
3 16 -77 24 -4.707 -77 6.2788 -17 -77 7 -17.356
4 16 -77 55.4614 -54.5386 -77 69.6034 -40.3966 -77 44.6352 -18.4764 -77 32.4592 -34.3444
4 16 -77 24 -4.707 -77 7 -17.356 -77 32.4592 -34.3444 -77 44.6352 -18.4764
3 16 -77 24 0 -77 4 0 -77 24 -4.707
0 // Edges
2 24 -77 124.6706 -122.7942 -77 109.964 -93
2 24 -77 109.964 -93 -77 91.5236 -65.3648
2 24 -77 91.5236 -65.3648 -77 69.6034 -40.3966
2 24 -77 69.6034 -40.3966 -77 44.6352 -18.4764
2 24 -77 44.6352 -18.4764 -77 24 -4.707
2 24 -77 130.5031 -140 -77 124.6706 -122.7942
2 24 -77 109.4305 -140 -77 106.1926 -130.4482
2 24 -77 106.1926 -130.4482 -77 92.6444 -103
2 24 -77 92.6444 -103 -77 75.6556 -77.5408
2 24 -77 75.6556 -77.5408 -77 55.4614 -54.5386
2 24 -77 55.4614 -54.5386 -77 32.4592 -34.3444
2 24 -77 32.4592 -34.3444 -77 7 -17.356
2 24 -77 7 -17.356 -77 6.2788 -17
0 // Right inner vertical faces
4 16 77 6.2788 -17 77 4 -17 77 4 0 77 24 -4.707
3 16 77 24 0 77 24 -4.707 77 4 0
4 16 77 106.1926 -130.4482 77 124.6706 -122.7942 77 130.5031 -140 77 109.4305 -140
4 16 77 109.964 -93 77 124.6706 -122.7942 77 106.1926 -130.4482 77 92.6444 -103
4 16 77 109.964 -93 77 92.6444 -103 77 75.6556 -77.5408 77 91.5236 -65.3648
4 16 77 91.5236 -65.3648 77 75.6556 -77.5408 77 55.4614 -54.5386 77 69.6034 -40.3966
4 16 77 69.6034 -40.3966 77 55.4614 -54.5386 77 32.4592 -34.3444 77 44.6352 -18.4764
4 16 77 44.6352 -18.4764 77 32.4592 -34.3444 77 7 -17.356 77 24 -4.707
3 16 77 24 -4.707 77 7 -17.356 77 6.2788 -17
0 // Edges
2 24 77 124.6706 -122.7942 77 109.964 -93
2 24 77 109.964 -93 77 91.5236 -65.3648
2 24 77 91.5236 -65.3648 77 69.6034 -40.3966
2 24 77 69.6034 -40.3966 77 44.6352 -18.4764
2 24 77 44.6352 -18.4764 77 24 -4.707
2 24 77 130.5031 -140 77 124.6706 -122.7942
2 24 77 109.4305 -140 77 106.1926 -130.4482
2 24 77 106.1926 -130.4482 77 92.6444 -103
2 24 77 92.6444 -103 77 75.6556 -77.5408
2 24 77 75.6556 -77.5408 77 55.4614 -54.5386
2 24 77 55.4614 -54.5386 77 32.4592 -34.3444
2 24 77 32.4592 -34.3444 77 7 -17.356
2 24 77 7 -17.356 77 6.2788 -17
0 // Right outer vertical faces
4 16 80 130.5031 -140 80 124.6706 -122.7942 80 102.497 -131.979 80 112.157 -160.476
4 16 80 130.5031 -140 80 118.022 -189.985 80 135 -200 80 144 -200
3 16 80 130.5031 -140 80 112.157 -160.476 80 118.022 -189.985
3 16 80 144 -140 80 130.5031 -140 80 144 -200
3 16 80 135 -200 80 118.022 -189.985 80 129 -200
3 16 80 129 -200 80 118.022 -189.985 80 118.682 -200
4 16 80 0 20 80 0 -20 80 3.3388 -20 80 24 -4.707
3 16 80 0 20 80 24 -4.707 80 24 20
4 16 80 89.18 -105 80 102.497 -131.979 80 124.6706 -122.7942 80 109.964 -93
4 16 80 89.18 -105 80 109.964 -93 80 91.5236 -65.3648 80 72.482 -79.976
4 16 80 72.482 -79.976 80 91.5236 -65.3648 80 69.6034 -40.3966 80 52.633 -56.367
4 16 80 52.633 -56.367 80 69.6034 -40.3966 80 44.6352 -18.4764 80 30.024 -37.518
4 16 80 44.6352 -18.4764 80 24 -4.707 80 5 -20.82 80 30.024 -37.518
3 16 80 24 -4.707 80 3.3388 -20 80 5 -20.82
0 // Edges
2 24 80 24 -4.707 80 44.6352 -18.4764
2 24 80 44.6352 -18.4764 80 69.6034 -40.3966
2 24 80 69.6034 -40.3966 80 91.5236 -65.3648
2 24 80 91.5236 -65.3648 80 109.964 -93
2 24 80 109.964 -93 80 124.6706 -122.7942
2 24 80 124.6706 -122.7942 80 130.5031 -140
2 24 80 118.682 -200 80 118.022 -189.985
2 24 80 118.022 -189.985 80 112.157 -160.476
2 24 80 112.157 -160.476 80 102.497 -131.979
2 24 80 102.497 -131.979 80 89.18 -105
2 24 80 89.18 -105 80 72.482 -79.976
2 24 80 72.482 -79.976 80 52.633 -56.367
2 24 80 52.633 -56.367 80 30.024 -37.518
2 24 80 30.024 -37.518 80 5 -20.82
2 24 80 5 -20.82 80 3.3388 -20
0 // Left border
0 // Faces
4 16 -80 124.6706 -122.7942 -77 124.6706 -122.7942 -77 130.5031 -140 -80 130.5031 -140
4 16 -80 69.6034 -40.3966 -77 69.6034 -40.3966 -77 91.5236 -65.3648 -80 91.5236 -65.3648
4 16 -80 24 -4.707 -77 24 -4.707 -77 44.6352 -18.4764 -80 44.6352 -18.4764
4 16 -80 44.6352 -18.4764 -77 44.6352 -18.4764 -77 69.6034 -40.3966 -80 69.6034 -40.3966
4 16 -80 91.5236 -65.3648 -77 91.5236 -65.3648 -77 109.964 -93 -80 109.964 -93
4 16 -80 109.964 -93 -77 109.964 -93 -77 124.6706 -122.7942 -80 124.6706 -122.7942
0 // Edges
2 24 -77 24 -4.707 -80 24 -4.707
2 24 -77 130.5031 -140 -80 130.5031 -140
0 // Conditional lines
5 24 -80 124.6706 -122.7942 -77 124.6706 -122.7942 -80 130.5031 -140 -80 109.964 -93
5 24 -80 109.964 -93 -77 109.964 -93 -80 124.6706 -122.7942 -80 91.5236 -65.3648
5 24 -80 91.5236 -65.3648 -77 91.5236 -65.3648 -80 109.964 -93 -80 69.6034 -40.3966
5 24 -80 69.6034 -40.3966 -77 69.6034 -40.3966 -80 91.5236 -65.3648 -80 44.6352 -18.4764
5 24 -80 44.6352 -18.4764 -77 44.6352 -18.4764 -80 69.6034 -40.3966 -80 24 -4.707
0 // Right border
0 // Faces
4 16 77 130.5031 -140 77 124.6706 -122.7942 80 124.6706 -122.7942 80 130.5031 -140
4 16 77 109.964 -93 77 91.5236 -65.3648 80 91.5236 -65.3648 80 109.964 -93
4 16 77 91.5236 -65.3648 77 69.6034 -40.3966 80 69.6034 -40.3966 80 91.5236 -65.3648
4 16 77 124.6706 -122.7942 77 109.964 -93 80 109.964 -93 80 124.6706 -122.7942
4 16 80 69.6034 -40.3966 77 69.6034 -40.3966 77 44.6352 -18.4764 80 44.6352 -18.4764
4 16 80 44.6352 -18.4764 77 44.6352 -18.4764 77 24 -4.707 80 24 -4.707
0 // Edges
2 24 80 24 -4.707 77 24 -4.707
2 24 80 130.5031 -140 77 130.5031 -140
0 // Conditional lines
5 24 80 124.6706 -122.7942 77 124.6706 -122.7942 80 130.5031 -140 80 109.964 -93
5 24 80 109.964 -93 77 109.964 -93 80 124.6706 -122.7942 80 91.5236 -65.3648
5 24 80 91.5236 -65.3648 77 91.5236 -65.3648 80 109.964 -93 80 69.6034 -40.3966
5 24 80 69.6034 -40.3966 77 69.6034 -40.3966 80 91.5236 -65.3648 80 44.6352 -18.4764
5 24 80 44.6352 -18.4764 77 44.6352 -18.4764 80 69.6034 -40.3966 80 24 -4.707
